Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 36 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 3,220,480 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 99: loss 1.3964, time 23.23ms, mfu 1.06%
iter 100: loss 1.4170, time 24.35ms, mfu 1.07%
iter 101: loss 1.3929, time 26.05ms, mfu 1.07%
iter 102: loss 1.3808, time 33.59ms, mfu 1.05%
iter 103: loss 1.3799, time 30.42ms, mfu 1.04%
iter 104: loss 1.3710, time 24.02ms, mfu 1.06%
iter 105: loss 1.3675, time 33.21ms, mfu 1.04%
iter 106: loss 1.3765, time 25.13ms, mfu 1.05%
iter 107: loss 1.3493, time 36.81ms, mfu 1.03%
iter 108: loss 1.3374, time 20.06ms, mfu 1.07%
iter 109: loss 1.3337, time 24.40ms, mfu 1.08%
iter 110: loss 1.3076, time 27.31ms, mfu 1.08%
iter 111: loss 1.3188, time 33.50ms, mfu 1.06%
iter 112: loss 1.3066, time 21.78ms, mfu 1.08%
iter 113: loss 1.2991, time 31.55ms, mfu 1.07%
iter 114: loss 1.2854, time 23.83ms, mfu 1.08%
iter 115: loss 1.2816, time 26.07ms, mfu 1.09%
iter 116: loss 1.2614, time 35.17ms, mfu 1.06%
iter 117: loss 1.2565, time 20.56ms, mfu 1.09%
iter 118: loss 1.2474, time 33.02ms, mfu 1.07%
iter 119: loss 1.2442, time 25.21ms, mfu 1.08%
iter 120: loss 1.2374, time 31.46ms, mfu 1.06%
iter 121: loss 1.2234, time 24.79ms, mfu 1.08%
iter 122: loss 1.2215, time 24.18ms, mfu 1.09%
iter 123: loss 1.2272, time 29.06ms, mfu 1.08%
iter 124: loss 1.2099, time 28.56ms, mfu 1.07%
iter 125: loss 1.2127, time 22.93ms, mfu 1.09%
iter 126: loss 1.1972, time 32.69ms, mfu 1.07%
iter 127: loss 1.1988, time 25.22ms, mfu 1.08%
iter 128: loss 1.1824, time 24.88ms, mfu 1.09%
iter 129: loss 1.1550, time 33.96ms, mfu 1.06%
iter 130: loss 1.1659, time 27.11ms, mfu 1.06%
iter 131: loss 1.1306, time 28.34ms, mfu 1.06%
iter 132: loss 1.1680, time 32.50ms, mfu 1.04%
iter 133: loss 1.1635, time 30.76ms, mfu 1.03%
iter 134: loss 1.1385, time 29.40ms, mfu 1.03%
iter 135: loss 1.1392, time 25.60ms, mfu 1.04%
iter 136: loss 1.1128, time 27.45ms, mfu 1.04%
iter 137: loss 1.1029, time 28.08ms, mfu 1.04%
iter 138: loss 1.1097, time 27.21ms, mfu 1.04%
iter 139: loss 1.0976, time 25.38ms, mfu 1.05%
iter 140: loss 1.0985, time 23.56ms, mfu 1.07%
iter 141: loss 1.0815, time 25.17ms, mfu 1.08%
iter 142: loss 1.0712, time 32.33ms, mfu 1.06%
iter 143: loss 1.0600, time 29.82ms, mfu 1.05%
iter 144: loss 1.0550, time 28.49ms, mfu 1.05%
iter 145: loss 1.0458, time 30.30ms, mfu 1.04%
iter 146: loss 1.0411, time 28.07ms, mfu 1.04%
iter 147: loss 1.0439, time 31.44ms, mfu 1.03%
iter 148: loss 1.0255, time 34.30ms, mfu 1.01%
iter 149: loss 1.0266, time 29.61ms, mfu 1.01%
iter 150: loss 1.0218, time 23.93ms, mfu 1.03%
iter 151: loss 1.0204, time 29.72ms, mfu 1.02%
iter 152: loss 0.9919, time 24.64ms, mfu 1.04%
iter 153: loss 1.0055, time 26.24ms, mfu 1.04%
iter 154: loss 0.9792, time 25.24ms, mfu 1.05%
iter 155: loss 0.9762, time 31.22ms, mfu 1.04%
iter 156: loss 0.9724, time 23.88ms, mfu 1.06%
iter 157: loss 0.9513, time 25.72ms, mfu 1.07%
iter 158: loss 0.9600, time 24.14ms, mfu 1.08%
iter 159: loss 0.9515, time 35.22ms, mfu 1.05%
iter 160: loss 0.9792, time 21.63ms, mfu 1.08%
iter 161: loss 0.9672, time 24.66ms, mfu 1.09%
iter 162: loss 0.9475, time 31.68ms, mfu 1.07%
iter 163: loss 0.9238, time 24.94ms, mfu 1.08%
iter 164: loss 0.9321, time 33.20ms, mfu 1.06%
iter 165: loss 0.9197, time 24.51ms, mfu 1.07%
iter 166: loss 0.9048, time 33.00ms, mfu 1.05%
iter 167: loss 0.9228, time 24.16ms, mfu 1.07%
iter 168: loss 0.9213, time 33.11ms, mfu 1.05%
iter 169: loss 0.9340, time 27.18ms, mfu 1.05%
iter 170: loss 0.9177, time 29.22ms, mfu 1.05%
iter 171: loss 0.8800, time 24.70ms, mfu 1.06%
iter 172: loss 0.8954, time 31.56ms, mfu 1.04%
iter 173: loss 0.8740, time 25.05ms, mfu 1.06%
iter 174: loss 0.9025, time 25.01ms, mfu 1.07%
iter 175: loss 0.8964, time 32.18ms, mfu 1.05%
iter 176: loss 0.8822, time 27.42ms, mfu 1.05%
iter 177: loss 0.8649, time 28.64ms, mfu 1.05%
iter 178: loss 0.8843, time 26.53ms, mfu 1.05%
iter 179: loss 0.8840, time 23.13ms, mfu 1.07%
iter 180: loss 0.8740, time 33.15ms, mfu 1.05%
iter 181: loss 0.8526, time 28.97ms, mfu 1.05%
iter 182: loss 0.8682, time 22.26ms, mfu 1.07%
iter 183: loss 0.8659, time 30.07ms, mfu 1.06%
iter 184: loss 0.8425, time 24.51ms, mfu 1.07%
iter 185: loss 0.8428, time 32.38ms, mfu 1.06%
iter 186: loss 0.8487, time 24.77ms, mfu 1.07%
iter 187: loss 0.8202, time 23.94ms, mfu 1.08%
iter 188: loss 0.8344, time 32.74ms, mfu 1.06%
iter 189: loss 0.8284, time 29.89ms, mfu 1.05%
iter 190: loss 0.8294, time 26.26ms, mfu 1.06%
iter 191: loss 0.7941, time 25.55ms, mfu 1.07%
iter 192: loss 0.8323, time 25.06ms, mfu 1.07%
iter 193: loss 0.8189, time 25.77ms, mfu 1.08%
iter 194: loss 0.8101, time 32.82ms, mfu 1.06%
iter 195: loss 0.7979, time 22.43ms, mfu 1.08%
iter 196: loss 0.7996, time 23.46ms, mfu 1.10%
iter 197: loss 0.7864, time 33.80ms, mfu 1.07%
iter 198: loss 0.7934, time 27.05ms, mfu 1.07%
iter 199: loss 0.8057, time 23.19ms, mfu 1.09%
iter 200: loss 0.7888, time 29.94ms, mfu 1.08%
iter 201: loss 0.7601, time 24.49ms, mfu 1.09%
iter 202: loss 0.7765, time 25.30ms, mfu 1.10%
iter 203: loss 0.7752, time 31.99ms, mfu 1.08%
iter 204: loss 0.7731, time 25.60ms, mfu 1.08%
iter 205: loss 0.7373, time 25.07ms, mfu 1.09%
iter 206: loss 0.7577, time 32.45ms, mfu 1.07%
iter 207: loss 0.7710, time 31.27ms, mfu 1.06%
iter 208: loss 0.7468, time 24.18ms, mfu 1.07%
iter 209: loss 0.7767, time 30.62ms, mfu 1.06%
iter 210: loss 0.7198, time 27.16ms, mfu 1.06%
iter 211: loss 0.7432, time 32.03ms, mfu 1.04%
iter 212: loss 0.7208, time 25.05ms, mfu 1.06%
iter 213: loss 0.7518, time 27.11ms, mfu 1.06%
iter 214: loss 0.7313, time 22.66ms, mfu 1.08%
iter 215: loss 0.7252, time 26.80ms, mfu 1.08%
iter 216: loss 0.7419, time 29.22ms, mfu 1.07%
iter 217: loss 0.6922, time 32.88ms, mfu 1.05%
iter 218: loss 0.7055, time 24.42ms, mfu 1.07%
iter 219: loss 0.7025, time 29.84ms, mfu 1.06%
iter 220: loss 0.7022, time 30.04ms, mfu 1.05%
iter 221: loss 0.6959, time 23.29ms, mfu 1.07%
iter 222: loss 0.7063, time 27.08ms, mfu 1.07%
iter 223: loss 0.6998, time 23.89ms, mfu 1.08%
iter 224: loss 0.6840, time 31.68ms, mfu 1.07%
iter 225: loss 0.6780, time 24.24ms, mfu 1.08%
iter 226: loss 0.6704, time 24.99ms, mfu 1.09%
iter 227: loss 0.6779, time 25.55ms, mfu 1.09%
iter 228: loss 0.6875, time 34.33ms, mfu 1.07%
iter 229: loss 0.6666, time 30.92ms, mfu 1.05%
iter 230: loss 0.6429, time 15.63ms, mfu 1.13%
iter 231: loss 0.6753, time 32.90ms, mfu 1.11%
iter 232: loss 0.6491, time 25.17ms, mfu 1.11%
iter 233: loss 0.6749, time 30.90ms, mfu 1.10%
iter 234: loss 0.6843, time 17.92ms, mfu 1.15%
iter 235: loss 0.6516, time 32.13ms, mfu 1.12%
iter 236: loss 0.6445, time 23.96ms, mfu 1.13%
iter 237: loss 0.6414, time 26.76ms, mfu 1.13%
iter 238: loss 0.6569, time 32.54ms, mfu 1.10%
iter 239: loss 0.6529, time 21.60ms, mfu 1.13%
iter 240: loss 0.6460, time 32.30ms, mfu 1.10%
iter 241: loss 0.6516, time 24.59ms, mfu 1.11%
iter 242: loss 0.6412, time 31.16ms, mfu 1.09%
iter 243: loss 0.6505, time 26.49ms, mfu 1.09%
iter 244: loss 0.6593, time 24.50ms, mfu 1.10%
iter 245: loss 0.6291, time 24.07ms, mfu 1.11%
iter 246: loss 0.6240, time 27.51ms, mfu 1.11%
iter 247: loss 0.6378, time 29.36ms, mfu 1.10%
iter 248: loss 0.6574, time 26.71ms, mfu 1.09%
iter 249: loss 0.6370, time 30.70ms, mfu 1.08%
step 250: train loss 0.6374, val loss 0.6317
saving checkpoint to out-addition-cot
iter 250: loss 0.6433, time 450.33ms, mfu 0.98%
iter 251: loss 0.6396, time 30.49ms, mfu 0.98%
iter 252: loss 0.6168, time 21.26ms, mfu 1.01%
iter 253: loss 0.6141, time 35.14ms, mfu 1.00%
iter 254: loss 0.6053, time 21.29ms, mfu 1.03%
iter 255: loss 0.5807, time 26.29ms, mfu 1.04%
iter 256: loss 0.5893, time 31.91ms, mfu 1.03%
iter 257: loss 0.5946, time 26.73ms, mfu 1.03%
iter 258: loss 0.5889, time 28.04ms, mfu 1.03%
iter 259: loss 0.5744, time 32.46ms, mfu 1.02%
iter 260: loss 0.5669, time 24.79ms, mfu 1.03%
iter 261: loss 0.6289, time 24.57ms, mfu 1.05%
iter 262: loss 0.5937, time 27.80ms, mfu 1.05%
iter 263: loss 0.6286, time 23.95ms, mfu 1.06%
iter 264: loss 0.6423, time 28.96ms, mfu 1.06%
iter 265: loss 0.5941, time 28.04ms, mfu 1.06%
iter 266: loss 0.6001, time 30.37ms, mfu 1.05%
iter 267: loss 0.6035, time 27.45ms, mfu 1.05%
iter 268: loss 0.5825, time 25.71ms, mfu 1.05%
iter 269: loss 0.6010, time 28.12ms, mfu 1.05%
iter 270: loss 0.5985, time 71.98ms, mfu 0.99%
iter 271: loss 0.5577, time 24.62ms, mfu 1.01%
iter 272: loss 0.6136, time 19.60ms, mfu 1.05%
iter 273: loss 0.5810, time 28.58ms, mfu 1.05%
iter 274: loss 0.5698, time 27.37ms, mfu 1.05%
iter 275: loss 0.5917, time 25.29ms, mfu 1.06%
iter 276: loss 0.5568, time 24.58ms, mfu 1.07%
iter 277: loss 0.6105, time 33.05ms, mfu 1.05%
iter 278: loss 0.5822, time 21.76ms, mfu 1.08%
iter 279: loss 0.6100, time 33.43ms, mfu 1.06%
iter 280: loss 0.5975, time 22.77ms, mfu 1.08%
iter 281: loss 0.5686, time 24.23ms, mfu 1.09%
iter 282: loss 0.5802, time 25.20ms, mfu 1.10%
iter 283: loss 0.5637, time 32.54ms, mfu 1.08%
iter 284: loss 0.5596, time 23.48ms, mfu 1.09%
iter 285: loss 0.5625, time 24.60ms, mfu 1.10%
iter 286: loss 0.5509, time 24.36ms, mfu 1.11%
iter 287: loss 0.5790, time 26.92ms, mfu 1.11%
iter 288: loss 0.5604, time 30.73ms, mfu 1.09%
iter 289: loss 0.5767, time 24.31ms, mfu 1.10%
iter 290: loss 0.5695, time 27.93ms, mfu 1.09%
iter 291: loss 0.5515, time 21.91ms, mfu 1.12%
iter 292: loss 0.5598, time 34.43ms, mfu 1.09%
iter 293: loss 0.5545, time 22.05ms, mfu 1.11%
iter 294: loss 0.5294, time 27.81ms, mfu 1.11%
iter 295: loss 0.5349, time 27.48ms, mfu 1.10%
iter 296: loss 0.5506, time 28.37ms, mfu 1.09%
iter 297: loss 0.5273, time 30.46ms, mfu 1.08%
iter 298: loss 0.5258, time 23.59ms, mfu 1.09%
iter 299: loss 0.5472, time 24.69ms, mfu 1.10%
iter 300: loss 0.4953, time 24.11ms, mfu 1.11%
iter 301: loss 0.5750, time 30.07ms, mfu 1.10%
iter 302: loss 0.5691, time 26.04ms, mfu 1.10%
iter 303: loss 0.5562, time 24.58ms, mfu 1.11%
iter 304: loss 0.5375, time 24.84ms, mfu 1.11%
iter 305: loss 0.5252, time 35.16ms, mfu 1.08%
iter 306: loss 0.5385, time 21.42ms, mfu 1.11%
iter 307: loss 0.5162, time 25.42ms, mfu 1.11%
iter 308: loss 0.5036, time 30.86ms, mfu 1.10%
iter 309: loss 0.5408, time 23.83ms, mfu 1.11%
iter 310: loss 0.5152, time 32.88ms, mfu 1.09%
iter 311: loss 0.5330, time 23.73ms, mfu 1.10%
iter 312: loss 0.5370, time 25.35ms, mfu 1.10%
iter 313: loss 0.4968, time 26.42ms, mfu 1.10%
iter 314: loss 0.5385, time 31.48ms, mfu 1.09%
iter 315: loss 0.5217, time 23.03ms, mfu 1.10%
iter 316: loss 0.5424, time 30.66ms, mfu 1.09%
iter 317: loss 0.5540, time 29.06ms, mfu 1.08%
iter 318: loss 0.5140, time 34.39ms, mfu 1.05%
iter 319: loss 0.5126, time 26.76ms, mfu 1.06%
iter 320: loss 0.5153, time 24.69ms, mfu 1.07%
iter 321: loss 0.4988, time 33.71ms, mfu 1.05%
iter 322: loss 0.4925, time 32.27ms, mfu 1.03%
iter 323: loss 0.4960, time 29.36ms, mfu 1.03%
iter 324: loss 0.5020, time 28.95ms, mfu 1.03%
iter 325: loss 0.4882, time 29.44ms, mfu 1.02%
iter 326: loss 0.4881, time 24.87ms, mfu 1.04%
iter 327: loss 0.4937, time 30.66ms, mfu 1.03%
iter 328: loss 0.4933, time 27.17ms, mfu 1.03%
iter 329: loss 0.4998, time 24.06ms, mfu 1.05%
iter 330: loss 0.4790, time 33.12ms, mfu 1.03%
iter 331: loss 0.4942, time 26.83ms, mfu 1.04%
iter 332: loss 0.4975, time 22.46ms, mfu 1.06%
iter 333: loss 0.4967, time 33.49ms, mfu 1.04%
iter 334: loss 0.5064, time 23.32ms, mfu 1.06%
iter 335: loss 0.4860, time 30.26ms, mfu 1.05%
iter 336: loss 0.4734, time 27.21ms, mfu 1.05%
iter 337: loss 0.4926, time 27.97ms, mfu 1.05%
iter 338: loss 0.4846, time 21.71ms, mfu 1.08%
iter 339: loss 0.4907, time 31.29ms, mfu 1.06%
iter 340: loss 0.4890, time 31.16ms, mfu 1.05%
iter 341: loss 0.4540, time 25.06ms, mfu 1.06%
iter 342: loss 0.4786, time 27.15ms, mfu 1.06%
iter 343: loss 0.5044, time 29.95ms, mfu 1.05%
iter 344: loss 0.4810, time 31.47ms, mfu 1.04%
iter 345: loss 0.4930, time 27.71ms, mfu 1.04%
iter 346: loss 0.4674, time 24.46ms, mfu 1.06%
iter 347: loss 0.5118, time 24.62ms, mfu 1.07%
iter 348: loss 0.5000, time 30.35ms, mfu 1.06%
iter 349: loss 0.5158, time 26.86ms, mfu 1.06%
iter 350: loss 0.4776, time 24.78ms, mfu 1.07%
iter 351: loss 0.4894, time 27.12ms, mfu 1.07%
iter 352: loss 0.5083, time 30.56ms, mfu 1.06%
iter 353: loss 0.4732, time 26.28ms, mfu 1.06%
iter 354: loss 0.4895, time 30.06ms, mfu 1.05%
iter 355: loss 0.4679, time 24.62ms, mfu 1.06%
iter 356: loss 0.4868, time 34.53ms, mfu 1.04%
iter 357: loss 0.4985, time 28.85ms, mfu 1.04%
iter 358: loss 0.4739, time 19.86ms, mfu 1.08%
iter 359: loss 0.4827, time 28.31ms, mfu 1.08%
iter 360: loss 0.4965, time 29.92ms, mfu 1.06%
iter 361: loss 0.4727, time 30.41ms, mfu 1.05%
iter 362: loss 0.4764, time 17.86ms, mfu 1.11%
iter 363: loss 0.4677, time 32.64ms, mfu 1.09%
iter 364: loss 0.4641, time 25.51ms, mfu 1.09%
iter 365: loss 0.4415, time 26.23ms, mfu 1.09%
iter 366: loss 0.4419, time 32.44ms, mfu 1.07%
iter 367: loss 0.4408, time 23.04ms, mfu 1.09%
iter 368: loss 0.4284, time 26.31ms, mfu 1.09%
iter 369: loss 0.4626, time 30.98ms, mfu 1.08%
iter 370: loss 0.4592, time 32.56ms, mfu 1.06%
iter 371: loss 0.4398, time 22.87ms, mfu 1.08%
iter 372: loss 0.4590, time 24.05ms, mfu 1.09%
iter 373: loss 0.4473, time 32.12ms, mfu 1.07%
iter 374: loss 0.4456, time 34.30ms, mfu 1.05%
iter 375: loss 0.4536, time 23.58ms, mfu 1.07%
iter 376: loss 0.4525, time 29.28ms, mfu 1.06%
iter 377: loss 0.4459, time 22.11ms, mfu 1.09%
iter 378: loss 0.4740, time 31.38ms, mfu 1.07%
iter 379: loss 0.4753, time 27.53ms, mfu 1.07%
iter 380: loss 0.4613, time 24.41ms, mfu 1.08%
iter 381: loss 0.4789, time 27.81ms, mfu 1.08%
iter 382: loss 0.4814, time 32.31ms, mfu 1.06%
iter 383: loss 0.4728, time 22.61ms, mfu 1.08%
iter 384: loss 0.4595, time 24.54ms, mfu 1.09%
iter 385: loss 0.4474, time 33.47ms, mfu 1.07%
iter 386: loss 0.4908, time 24.36ms, mfu 1.08%
iter 387: loss 0.4815, time 31.17ms, mfu 1.07%
iter 388: loss 0.4657, time 23.49ms, mfu 1.08%
iter 389: loss 0.4627, time 25.56ms, mfu 1.09%
iter 390: loss 0.4429, time 32.30ms, mfu 1.07%
iter 391: loss 0.4553, time 26.04ms, mfu 1.07%
iter 392: loss 0.4450, time 30.10ms, mfu 1.06%
iter 393: loss 0.4494, time 24.53ms, mfu 1.07%
iter 394: loss 0.4303, time 33.57ms, mfu 1.05%
iter 395: loss 0.4426, time 25.44ms, mfu 1.06%
iter 396: loss 0.4664, time 32.35ms, mfu 1.05%
iter 397: loss 0.4620, time 22.81ms, mfu 1.07%
iter 398: loss 0.4281, time 32.71ms, mfu 1.05%
iter 399: loss 0.4393, time 24.75ms, mfu 1.06%
iter 400: loss 0.4310, time 30.77ms, mfu 1.05%
iter 401: loss 0.4434, time 18.65ms, mfu 1.10%
iter 402: loss 0.4339, time 73.86ms, mfu 1.03%
iter 403: loss 0.4522, time 27.67ms, mfu 1.03%
iter 404: loss 0.4432, time 20.27ms, mfu 1.07%
iter 405: loss 0.4326, time 23.62ms, mfu 1.09%
iter 406: loss 0.4328, time 33.13ms, mfu 1.07%
iter 407: loss 0.4315, time 32.59ms, mfu 1.05%
iter 408: loss 0.4413, time 27.26ms, mfu 1.05%
iter 409: loss 0.4187, time 21.17ms, mfu 1.08%
iter 410: loss 0.4364, time 31.93ms, mfu 1.06%
iter 411: loss 0.4376, time 25.87ms, mfu 1.07%
iter 412: loss 0.4360, time 27.51ms, mfu 1.07%
iter 413: loss 0.4149, time 28.14ms, mfu 1.06%
iter 414: loss 0.4237, time 25.06ms, mfu 1.07%
iter 415: loss 0.4209, time 30.46ms, mfu 1.06%
iter 416: loss 0.4078, time 28.64ms, mfu 1.06%
iter 417: loss 0.4307, time 20.36ms, mfu 1.09%
iter 418: loss 0.4346, time 32.72ms, mfu 1.07%
iter 419: loss 0.4308, time 28.57ms, mfu 1.07%
iter 420: loss 0.4176, time 27.44ms, mfu 1.07%
iter 421: loss 0.4167, time 24.78ms, mfu 1.08%
iter 422: loss 0.4066, time 29.72ms, mfu 1.07%
iter 423: loss 0.4099, time 19.67ms, mfu 1.11%
iter 424: loss 0.4232, time 33.23ms, mfu 1.08%
iter 425: loss 0.4232, time 31.08ms, mfu 1.07%
iter 426: loss 0.3984, time 25.65ms, mfu 1.07%
iter 427: loss 0.4412, time 24.49ms, mfu 1.09%
iter 428: loss 0.4307, time 23.99ms, mfu 1.10%
iter 429: loss 0.4293, time 33.74ms, mfu 1.07%
iter 430: loss 0.4278, time 26.56ms, mfu 1.08%
iter 431: loss 0.4176, time 23.31ms, mfu 1.09%
iter 432: loss 0.4341, time 24.67ms, mfu 1.10%
iter 433: loss 0.4233, time 25.05ms, mfu 1.11%
iter 434: loss 0.4190, time 32.94ms, mfu 1.08%
iter 435: loss 0.4110, time 24.39ms, mfu 1.09%
iter 436: loss 0.4097, time 25.40ms, mfu 1.10%
iter 437: loss 0.4142, time 32.41ms, mfu 1.08%
iter 438: loss 0.4072, time 28.67ms, mfu 1.07%
iter 439: loss 0.4135, time 27.27ms, mfu 1.07%
iter 440: loss 0.4118, time 25.21ms, mfu 1.08%
iter 441: loss 0.4191, time 24.29ms, mfu 1.09%
iter 442: loss 0.4291, time 32.58ms, mfu 1.07%
iter 443: loss 0.4523, time 23.81ms, mfu 1.09%
