Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 50257 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 16.01M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 16,077,056 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 99: loss 6.5833, time 148.58ms, mfu 0.92%
iter 100: loss 6.5711, time 147.51ms, mfu 0.92%
iter 101: loss 6.5421, time 143.19ms, mfu 0.92%
iter 102: loss 6.5246, time 149.86ms, mfu 0.91%
iter 103: loss 6.4775, time 146.03ms, mfu 0.91%
iter 104: loss 6.4699, time 141.21ms, mfu 0.91%
iter 105: loss 6.4528, time 144.17ms, mfu 0.91%
iter 106: loss 6.4377, time 143.24ms, mfu 0.91%
iter 107: loss 6.4166, time 145.23ms, mfu 0.91%
iter 108: loss 6.3908, time 142.26ms, mfu 0.91%
iter 109: loss 6.3750, time 144.99ms, mfu 0.91%
iter 110: loss 6.3672, time 142.99ms, mfu 0.91%
iter 111: loss 6.3185, time 147.27ms, mfu 0.91%
iter 112: loss 6.2978, time 147.01ms, mfu 0.91%
iter 113: loss 6.2747, time 141.57ms, mfu 0.91%
iter 114: loss 6.2659, time 148.83ms, mfu 0.90%
iter 115: loss 6.2558, time 143.40ms, mfu 0.90%
iter 116: loss 6.2233, time 149.36ms, mfu 0.90%
iter 117: loss 6.2078, time 145.53ms, mfu 0.90%
iter 118: loss 6.1684, time 137.32ms, mfu 0.91%
iter 119: loss 6.1504, time 148.53ms, mfu 0.90%
iter 120: loss 6.1289, time 143.58ms, mfu 0.90%
iter 121: loss 6.1156, time 142.94ms, mfu 0.90%
iter 122: loss 6.0914, time 148.65ms, mfu 0.90%
iter 123: loss 6.0766, time 143.15ms, mfu 0.90%
iter 124: loss 6.0485, time 139.65ms, mfu 0.90%
iter 125: loss 6.0236, time 146.88ms, mfu 0.90%
iter 126: loss 5.9799, time 138.35ms, mfu 0.91%
iter 127: loss 5.9778, time 146.45ms, mfu 0.91%
iter 128: loss 5.9564, time 148.77ms, mfu 0.90%
iter 129: loss 5.9170, time 139.68ms, mfu 0.91%
iter 130: loss 5.8867, time 139.03ms, mfu 0.91%
iter 131: loss 5.8765, time 141.79ms, mfu 0.91%
iter 132: loss 5.8387, time 140.93ms, mfu 0.91%
iter 133: loss 5.8310, time 140.61ms, mfu 0.91%
iter 134: loss 5.7878, time 141.39ms, mfu 0.91%
iter 135: loss 5.7681, time 137.81ms, mfu 0.92%
iter 136: loss 5.7309, time 139.14ms, mfu 0.92%
iter 137: loss 5.7077, time 137.47ms, mfu 0.92%
iter 138: loss 5.6875, time 140.73ms, mfu 0.92%
iter 139: loss 5.6753, time 139.46ms, mfu 0.92%
iter 140: loss 5.6456, time 142.95ms, mfu 0.92%
iter 141: loss 5.6173, time 135.52ms, mfu 0.93%
iter 142: loss 5.6086, time 136.92ms, mfu 0.93%
iter 143: loss 5.5644, time 136.77ms, mfu 0.93%
iter 144: loss 5.5441, time 137.16ms, mfu 0.93%
iter 145: loss 5.5180, time 143.47ms, mfu 0.93%
iter 146: loss 5.4781, time 136.45ms, mfu 0.93%
iter 147: loss 5.4749, time 137.16ms, mfu 0.93%
iter 148: loss 5.4360, time 137.28ms, mfu 0.94%
iter 149: loss 5.3896, time 145.63ms, mfu 0.93%
iter 150: loss 5.3668, time 138.00ms, mfu 0.93%
iter 151: loss 5.3521, time 144.09ms, mfu 0.93%
iter 152: loss 5.3108, time 144.99ms, mfu 0.93%
iter 153: loss 5.2846, time 137.98ms, mfu 0.93%
iter 154: loss 5.2559, time 139.67ms, mfu 0.93%
iter 155: loss 5.2245, time 138.94ms, mfu 0.93%
iter 156: loss 5.2030, time 147.70ms, mfu 0.93%
iter 157: loss 5.1853, time 141.00ms, mfu 0.92%
iter 158: loss 5.1484, time 141.30ms, mfu 0.92%
iter 159: loss 5.0985, time 139.55ms, mfu 0.93%
iter 160: loss 5.0801, time 144.36ms, mfu 0.92%
iter 161: loss 5.0546, time 135.90ms, mfu 0.93%
iter 162: loss 5.0165, time 143.32ms, mfu 0.92%
iter 163: loss 5.0091, time 141.86ms, mfu 0.92%
iter 164: loss 4.9749, time 139.15ms, mfu 0.93%
iter 165: loss 4.9235, time 139.25ms, mfu 0.93%
iter 166: loss 4.8893, time 138.27ms, mfu 0.93%
iter 167: loss 4.8652, time 142.18ms, mfu 0.93%
iter 168: loss 4.8482, time 141.70ms, mfu 0.93%
iter 169: loss 4.8202, time 144.02ms, mfu 0.92%
iter 170: loss 4.7703, time 139.90ms, mfu 0.92%
iter 171: loss 4.7377, time 137.14ms, mfu 0.93%
iter 172: loss 4.6936, time 145.89ms, mfu 0.92%
iter 173: loss 4.6778, time 141.19ms, mfu 0.92%
iter 174: loss 4.6471, time 141.81ms, mfu 0.92%
iter 175: loss 4.6253, time 138.45ms, mfu 0.92%
iter 176: loss 4.5893, time 138.82ms, mfu 0.93%
iter 177: loss 4.5411, time 131.90ms, mfu 0.93%
iter 178: loss 4.5019, time 143.55ms, mfu 0.93%
iter 179: loss 4.4774, time 139.09ms, mfu 0.93%
iter 180: loss 4.4375, time 138.19ms, mfu 0.93%
iter 181: loss 4.4011, time 139.52ms, mfu 0.93%
iter 182: loss 4.3770, time 140.51ms, mfu 0.93%
iter 183: loss 4.3283, time 136.58ms, mfu 0.93%
iter 184: loss 4.3289, time 141.26ms, mfu 0.93%
iter 185: loss 4.2734, time 129.56ms, mfu 0.94%
iter 186: loss 4.2411, time 147.72ms, mfu 0.93%
iter 187: loss 4.2158, time 146.98ms, mfu 0.93%
iter 188: loss 4.1785, time 142.10ms, mfu 0.93%
iter 189: loss 4.1389, time 146.92ms, mfu 0.92%
iter 190: loss 4.1059, time 145.77ms, mfu 0.92%
iter 191: loss 4.0639, time 151.41ms, mfu 0.91%
iter 192: loss 4.0335, time 146.11ms, mfu 0.91%
iter 193: loss 4.0082, time 146.82ms, mfu 0.91%
iter 194: loss 3.9600, time 146.71ms, mfu 0.91%
iter 195: loss 3.9383, time 146.32ms, mfu 0.91%
iter 196: loss 3.9162, time 146.15ms, mfu 0.90%
iter 197: loss 3.8595, time 144.03ms, mfu 0.90%
iter 198: loss 3.8513, time 143.15ms, mfu 0.91%
iter 199: loss 3.8044, time 143.27ms, mfu 0.91%
iter 200: loss 3.7845, time 142.99ms, mfu 0.91%
iter 201: loss 3.7484, time 146.60ms, mfu 0.90%
iter 202: loss 3.7109, time 142.03ms, mfu 0.91%
iter 203: loss 3.6763, time 138.45ms, mfu 0.91%
iter 204: loss 3.6543, time 152.41ms, mfu 0.90%
iter 205: loss 3.6345, time 137.31ms, mfu 0.91%
iter 206: loss 3.5846, time 152.47ms, mfu 0.90%
iter 207: loss 3.5814, time 141.54ms, mfu 0.90%
iter 208: loss 3.5476, time 141.92ms, mfu 0.91%
iter 209: loss 3.5212, time 147.28ms, mfu 0.90%
iter 210: loss 3.4804, time 146.88ms, mfu 0.90%
iter 211: loss 3.4520, time 146.49ms, mfu 0.90%
iter 212: loss 3.4149, time 150.52ms, mfu 0.90%
iter 213: loss 3.3818, time 142.14ms, mfu 0.90%
iter 214: loss 3.3539, time 141.94ms, mfu 0.90%
iter 215: loss 3.3227, time 144.69ms, mfu 0.90%
iter 216: loss 3.3047, time 140.30ms, mfu 0.90%
iter 217: loss 3.2650, time 138.79ms, mfu 0.91%
iter 218: loss 3.2338, time 145.37ms, mfu 0.91%
iter 219: loss 3.2292, time 139.17ms, mfu 0.91%
iter 220: loss 3.1611, time 131.08ms, mfu 0.92%
iter 221: loss 3.1619, time 146.00ms, mfu 0.92%
iter 222: loss 3.0912, time 141.21ms, mfu 0.92%
iter 223: loss 3.0656, time 139.53ms, mfu 0.92%
iter 224: loss 3.0602, time 143.53ms, mfu 0.92%
iter 225: loss 3.0040, time 138.02ms, mfu 0.92%
iter 226: loss 2.9980, time 132.25ms, mfu 0.93%
iter 227: loss 2.9597, time 142.36ms, mfu 0.92%
iter 228: loss 2.9236, time 140.36ms, mfu 0.93%
iter 229: loss 2.9021, time 142.01ms, mfu 0.92%
iter 230: loss 2.8681, time 142.76ms, mfu 0.92%
iter 231: loss 2.8210, time 136.41ms, mfu 0.93%
iter 232: loss 2.8202, time 135.93ms, mfu 0.93%
iter 233: loss 2.7658, time 140.55ms, mfu 0.93%
iter 234: loss 2.7319, time 135.75ms, mfu 0.93%
iter 235: loss 2.7063, time 135.57ms, mfu 0.94%
iter 236: loss 2.6735, time 142.03ms, mfu 0.93%
iter 237: loss 2.6461, time 135.34ms, mfu 0.94%
iter 238: loss 2.6217, time 137.48ms, mfu 0.94%
iter 239: loss 2.5804, time 137.68ms, mfu 0.94%
iter 240: loss 2.5370, time 142.52ms, mfu 0.94%
iter 241: loss 2.5127, time 137.37ms, mfu 0.94%
iter 242: loss 2.4986, time 139.19ms, mfu 0.94%
iter 243: loss 2.4743, time 139.03ms, mfu 0.94%
iter 244: loss 2.4267, time 137.05ms, mfu 0.94%
iter 245: loss 2.3981, time 139.30ms, mfu 0.94%
iter 246: loss 2.3969, time 138.68ms, mfu 0.94%
iter 247: loss 2.3523, time 143.29ms, mfu 0.94%
iter 248: loss 2.3439, time 136.21ms, mfu 0.94%
iter 249: loss 2.2879, time 137.40ms, mfu 0.94%
step 250: train loss 2.3047, val loss 2.3074
saving checkpoint to out-addition-cot
iter 250: loss 2.2905, time 2728.51ms, mfu 0.85%
iter 251: loss 2.2862, time 134.11ms, mfu 0.86%
iter 252: loss 2.2083, time 133.56ms, mfu 0.87%
iter 253: loss 2.2152, time 130.71ms, mfu 0.89%
iter 254: loss 2.1600, time 127.23ms, mfu 0.90%
iter 255: loss 2.1599, time 128.29ms, mfu 0.91%
iter 256: loss 2.1291, time 121.64ms, mfu 0.93%
iter 257: loss 2.0877, time 132.99ms, mfu 0.93%
iter 258: loss 2.0472, time 127.45ms, mfu 0.94%
iter 259: loss 2.0466, time 136.42ms, mfu 0.94%
iter 260: loss 2.0312, time 128.60ms, mfu 0.95%
iter 261: loss 1.9972, time 136.99ms, mfu 0.95%
iter 262: loss 1.9617, time 146.18ms, mfu 0.94%
iter 263: loss 1.9248, time 138.75ms, mfu 0.94%
iter 264: loss 1.9031, time 144.02ms, mfu 0.94%
iter 265: loss 1.8674, time 152.00ms, mfu 0.93%
iter 266: loss 1.8328, time 142.83ms, mfu 0.93%
iter 267: loss 1.8738, time 138.05ms, mfu 0.93%
iter 268: loss 1.8220, time 139.11ms, mfu 0.93%
iter 269: loss 1.8248, time 156.67ms, mfu 0.92%
iter 270: loss 1.7978, time 145.96ms, mfu 0.92%
iter 271: loss 1.7355, time 154.63ms, mfu 0.91%
iter 272: loss 1.7181, time 145.06ms, mfu 0.91%
iter 273: loss 1.7236, time 154.24ms, mfu 0.90%
iter 274: loss 1.6621, time 140.50ms, mfu 0.91%
iter 275: loss 1.6819, time 153.67ms, mfu 0.90%
iter 276: loss 1.6532, time 145.85ms, mfu 0.90%
iter 277: loss 1.6225, time 145.12ms, mfu 0.90%
iter 278: loss 1.6146, time 142.87ms, mfu 0.90%
iter 279: loss 1.5797, time 139.44ms, mfu 0.90%
iter 280: loss 1.5851, time 148.01ms, mfu 0.90%
iter 281: loss 1.5560, time 138.42ms, mfu 0.91%
iter 282: loss 1.5474, time 147.79ms, mfu 0.90%
iter 283: loss 1.5317, time 136.84ms, mfu 0.91%
iter 284: loss 1.4852, time 143.69ms, mfu 0.91%
iter 285: loss 1.4582, time 138.48ms, mfu 0.91%
iter 286: loss 1.4615, time 190.09ms, mfu 0.89%
iter 287: loss 1.4253, time 87.35ms, mfu 0.95%
iter 288: loss 1.4315, time 139.19ms, mfu 0.95%
iter 289: loss 1.3896, time 143.17ms, mfu 0.94%
iter 290: loss 1.4294, time 141.33ms, mfu 0.94%
iter 291: loss 1.4110, time 129.77ms, mfu 0.95%
iter 292: loss 1.3363, time 149.44ms, mfu 0.94%
iter 293: loss 1.4204, time 135.41ms, mfu 0.94%
iter 294: loss 1.4054, time 140.66ms, mfu 0.94%
iter 295: loss 1.4092, time 134.68ms, mfu 0.94%
iter 296: loss 1.3300, time 140.54ms, mfu 0.94%
iter 297: loss 1.3721, time 139.30ms, mfu 0.94%
iter 298: loss 1.3518, time 139.15ms, mfu 0.94%
iter 299: loss 1.3132, time 138.26ms, mfu 0.94%
iter 300: loss 1.2675, time 131.00ms, mfu 0.95%
iter 301: loss 1.2994, time 146.60ms, mfu 0.94%
iter 302: loss 1.2897, time 138.11ms, mfu 0.94%
iter 303: loss 1.2555, time 138.63ms, mfu 0.94%
iter 304: loss 1.2453, time 137.24ms, mfu 0.94%
iter 305: loss 1.2520, time 138.75ms, mfu 0.94%
iter 306: loss 1.2075, time 138.22ms, mfu 0.94%
iter 307: loss 1.1838, time 151.92ms, mfu 0.93%
iter 308: loss 1.1856, time 144.86ms, mfu 0.93%
iter 309: loss 1.1595, time 143.49ms, mfu 0.93%
iter 310: loss 1.1629, time 144.09ms, mfu 0.93%
iter 311: loss 1.1286, time 142.18ms, mfu 0.92%
iter 312: loss 1.1614, time 152.56ms, mfu 0.92%
iter 313: loss 1.1498, time 144.40ms, mfu 0.92%
iter 314: loss 1.1008, time 148.19ms, mfu 0.91%
iter 315: loss 1.1209, time 144.61ms, mfu 0.91%
iter 316: loss 1.1329, time 142.10ms, mfu 0.91%
iter 317: loss 1.0925, time 144.07ms, mfu 0.91%
iter 318: loss 1.0927, time 140.92ms, mfu 0.91%
iter 319: loss 1.0764, time 150.89ms, mfu 0.91%
iter 320: loss 1.0788, time 144.42ms, mfu 0.91%
iter 321: loss 1.0513, time 143.25ms, mfu 0.91%
iter 322: loss 1.0550, time 145.73ms, mfu 0.91%
iter 323: loss 1.0440, time 139.76ms, mfu 0.91%
iter 324: loss 1.0408, time 146.01ms, mfu 0.91%
iter 325: loss 1.0346, time 139.35ms, mfu 0.91%
iter 326: loss 1.0381, time 145.93ms, mfu 0.91%
iter 327: loss 1.0122, time 143.28ms, mfu 0.91%
iter 328: loss 1.0370, time 143.16ms, mfu 0.91%
iter 329: loss 1.0551, time 138.07ms, mfu 0.91%
iter 330: loss 1.0443, time 140.47ms, mfu 0.91%
iter 331: loss 1.0297, time 141.76ms, mfu 0.91%
iter 332: loss 1.0073, time 140.67ms, mfu 0.92%
iter 333: loss 1.0156, time 143.64ms, mfu 0.91%
iter 334: loss 0.9840, time 142.15ms, mfu 0.91%
iter 335: loss 0.9981, time 138.03ms, mfu 0.92%
iter 336: loss 0.9844, time 140.53ms, mfu 0.92%
iter 337: loss 0.9984, time 135.79ms, mfu 0.92%
iter 338: loss 0.9845, time 138.41ms, mfu 0.92%
iter 339: loss 0.9678, time 139.19ms, mfu 0.93%
iter 340: loss 0.9879, time 142.51ms, mfu 0.92%
iter 341: loss 0.9608, time 135.79ms, mfu 0.93%
iter 342: loss 0.9744, time 143.46ms, mfu 0.93%
iter 343: loss 0.9634, time 146.08ms, mfu 0.92%
iter 344: loss 0.9476, time 146.78ms, mfu 0.92%
iter 345: loss 0.9426, time 144.37ms, mfu 0.92%
iter 346: loss 0.9271, time 140.98ms, mfu 0.92%
iter 347: loss 0.9405, time 146.21ms, mfu 0.92%
iter 348: loss 0.9333, time 141.90ms, mfu 0.92%
iter 349: loss 0.9095, time 145.10ms, mfu 0.91%
iter 350: loss 0.9582, time 140.13ms, mfu 0.92%
iter 351: loss 0.9458, time 141.34ms, mfu 0.92%
iter 352: loss 0.9274, time 144.30ms, mfu 0.91%
iter 353: loss 0.8934, time 139.49ms, mfu 0.92%
iter 354: loss 0.9058, time 138.45ms, mfu 0.92%
iter 355: loss 0.9027, time 143.01ms, mfu 0.92%
iter 356: loss 0.9013, time 142.01ms, mfu 0.92%
iter 357: loss 0.8925, time 136.37ms, mfu 0.92%
iter 358: loss 0.8831, time 139.12ms, mfu 0.92%
iter 359: loss 0.8770, time 141.54ms, mfu 0.92%
iter 360: loss 0.8750, time 137.54ms, mfu 0.93%
iter 361: loss 0.8595, time 140.14ms, mfu 0.93%
iter 362: loss 0.8599, time 140.41ms, mfu 0.93%
iter 363: loss 0.8856, time 138.55ms, mfu 0.93%
iter 364: loss 0.8857, time 136.08ms, mfu 0.93%
iter 365: loss 0.8720, time 148.04ms, mfu 0.93%
iter 366: loss 0.9033, time 141.10ms, mfu 0.93%
iter 367: loss 0.8778, time 137.36ms, mfu 0.93%
iter 368: loss 0.8313, time 137.59ms, mfu 0.93%
iter 369: loss 0.8785, time 139.70ms, mfu 0.93%
iter 370: loss 0.8519, time 145.94ms, mfu 0.93%
iter 371: loss 0.8565, time 134.84ms, mfu 0.93%
iter 372: loss 0.8461, time 137.60ms, mfu 0.93%
iter 373: loss 0.8400, time 139.06ms, mfu 0.93%
iter 374: loss 0.8411, time 136.23ms, mfu 0.93%
iter 375: loss 0.8305, time 140.15ms, mfu 0.93%
iter 376: loss 0.8363, time 140.78ms, mfu 0.93%
iter 377: loss 0.8283, time 143.55ms, mfu 0.93%
iter 378: loss 0.8201, time 136.41ms, mfu 0.93%
iter 379: loss 0.8105, time 141.43ms, mfu 0.93%
iter 380: loss 0.8047, time 141.23ms, mfu 0.93%
iter 381: loss 0.8063, time 143.14ms, mfu 0.93%
iter 382: loss 0.8043, time 137.58ms, mfu 0.93%
iter 383: loss 0.8132, time 149.15ms, mfu 0.92%
iter 384: loss 0.8184, time 149.38ms, mfu 0.92%
iter 385: loss 0.8027, time 133.85ms, mfu 0.93%
iter 386: loss 0.8008, time 145.20ms, mfu 0.92%
iter 387: loss 0.7991, time 146.52ms, mfu 0.92%
iter 388: loss 0.8006, time 144.77ms, mfu 0.92%
iter 389: loss 0.8011, time 138.64ms, mfu 0.92%
iter 390: loss 0.7934, time 141.52ms, mfu 0.92%
iter 391: loss 0.7972, time 139.52ms, mfu 0.92%
iter 392: loss 0.7921, time 142.96ms, mfu 0.92%
iter 393: loss 0.8039, time 140.70ms, mfu 0.92%
iter 394: loss 0.8029, time 144.04ms, mfu 0.92%
iter 395: loss 0.7837, time 143.23ms, mfu 0.92%
iter 396: loss 0.7717, time 143.11ms, mfu 0.92%
iter 397: loss 0.7844, time 138.33ms, mfu 0.92%
iter 398: loss 0.7623, time 141.82ms, mfu 0.92%
iter 399: loss 0.7519, time 143.52ms, mfu 0.92%
iter 400: loss 0.7583, time 140.82ms, mfu 0.92%
iter 401: loss 0.7875, time 145.31ms, mfu 0.92%
iter 402: loss 0.7482, time 146.48ms, mfu 0.91%
iter 403: loss 0.7648, time 137.61ms, mfu 0.92%
iter 404: loss 0.7837, time 143.37ms, mfu 0.92%
iter 405: loss 0.7560, time 143.32ms, mfu 0.92%
iter 406: loss 0.8134, time 135.12ms, mfu 0.92%
iter 407: loss 0.7691, time 149.23ms, mfu 0.92%
iter 408: loss 0.7883, time 143.92ms, mfu 0.91%
iter 409: loss 0.7784, time 135.65ms, mfu 0.92%
iter 410: loss 0.7574, time 145.56ms, mfu 0.92%
iter 411: loss 0.7545, time 140.11ms, mfu 0.92%
iter 412: loss 0.7565, time 139.78ms, mfu 0.92%
iter 413: loss 0.7648, time 146.41ms, mfu 0.92%
iter 414: loss 0.7391, time 138.38ms, mfu 0.92%
iter 415: loss 0.7484, time 136.59ms, mfu 0.92%
iter 416: loss 0.7778, time 141.96ms, mfu 0.92%
iter 417: loss 0.7467, time 142.97ms, mfu 0.92%
iter 418: loss 0.7696, time 134.25ms, mfu 0.93%
iter 419: loss 0.7578, time 148.02ms, mfu 0.92%
iter 420: loss 0.7464, time 138.70ms, mfu 0.92%
iter 421: loss 0.7914, time 141.97ms, mfu 0.92%
iter 422: loss 0.7467, time 145.71ms, mfu 0.92%
iter 423: loss 0.7475, time 141.49ms, mfu 0.92%
iter 424: loss 0.7367, time 135.99ms, mfu 0.92%
iter 425: loss 0.7243, time 144.33ms, mfu 0.92%
iter 426: loss 0.7621, time 143.20ms, mfu 0.92%
iter 427: loss 0.7470, time 140.05ms, mfu 0.92%
iter 428: loss 0.7288, time 136.49ms, mfu 0.92%
iter 429: loss 0.7404, time 140.87ms, mfu 0.92%
iter 430: loss 0.7097, time 135.50ms, mfu 0.93%
iter 431: loss 0.7551, time 144.53ms, mfu 0.93%
iter 432: loss 0.7572, time 140.79ms, mfu 0.93%
iter 433: loss 0.7041, time 129.77ms, mfu 0.93%
iter 434: loss 0.7615, time 144.62ms, mfu 0.93%
iter 435: loss 0.7626, time 141.98ms, mfu 0.93%
iter 436: loss 0.7417, time 139.07ms, mfu 0.93%
iter 437: loss 0.7546, time 143.28ms, mfu 0.93%
iter 438: loss 0.7784, time 139.06ms, mfu 0.93%
iter 439: loss 0.7556, time 136.91ms, mfu 0.93%
iter 440: loss 0.7449, time 138.66ms, mfu 0.93%
iter 441: loss 0.7507, time 140.86ms, mfu 0.93%
iter 442: loss 0.7298, time 139.01ms, mfu 0.93%
iter 443: loss 0.7227, time 140.89ms, mfu 0.93%
