Overriding: device = cuda
Overriding: compile = False
tokens per iteration will be: 4,096
found vocab_size = 50257 (inside data\tool\meta.pkl)
Initializing a new model from scratch
number of parameters: 16.01M
C:\Users\Rayya\cs_gpt_tool\GPT-tool\train.py:199: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 18, with 16,077,056 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 99: loss 6.5833, time 133.34ms, mfu 0.99%
iter 100: loss 6.5711, time 129.81ms, mfu 0.99%
iter 101: loss 6.5421, time 133.56ms, mfu 0.99%
iter 102: loss 6.5246, time 122.02ms, mfu 1.00%
iter 103: loss 6.4775, time 131.31ms, mfu 1.00%
iter 104: loss 6.4699, time 131.47ms, mfu 1.00%
iter 105: loss 6.4528, time 124.92ms, mfu 1.00%
iter 106: loss 6.4377, time 133.24ms, mfu 1.00%
iter 107: loss 6.4166, time 126.94ms, mfu 1.00%
iter 108: loss 6.3908, time 132.56ms, mfu 1.00%
iter 109: loss 6.3750, time 131.31ms, mfu 1.00%
iter 110: loss 6.3672, time 129.44ms, mfu 1.00%
iter 111: loss 6.3185, time 128.48ms, mfu 1.00%
iter 112: loss 6.2978, time 131.65ms, mfu 1.00%
iter 113: loss 6.2747, time 125.85ms, mfu 1.00%
iter 114: loss 6.2659, time 130.34ms, mfu 1.00%
iter 115: loss 6.2558, time 127.25ms, mfu 1.01%
iter 116: loss 6.2233, time 131.91ms, mfu 1.00%
iter 117: loss 6.2078, time 131.47ms, mfu 1.00%
iter 118: loss 6.1684, time 134.68ms, mfu 1.00%
iter 119: loss 6.1504, time 125.07ms, mfu 1.00%
iter 120: loss 6.1289, time 130.40ms, mfu 1.00%
iter 121: loss 6.1156, time 131.09ms, mfu 1.00%
iter 122: loss 6.0914, time 128.99ms, mfu 1.00%
iter 123: loss 6.0766, time 131.35ms, mfu 1.00%
iter 124: loss 6.0485, time 133.13ms, mfu 1.00%
iter 125: loss 6.0236, time 133.14ms, mfu 1.00%
iter 126: loss 5.9799, time 130.48ms, mfu 1.00%
iter 127: loss 5.9778, time 127.80ms, mfu 1.00%
iter 128: loss 5.9564, time 131.51ms, mfu 1.00%
iter 129: loss 5.9170, time 129.17ms, mfu 1.00%
iter 130: loss 5.8867, time 137.55ms, mfu 0.99%
iter 131: loss 5.8765, time 125.62ms, mfu 1.00%
iter 132: loss 5.8387, time 127.96ms, mfu 1.00%
iter 133: loss 5.8310, time 134.41ms, mfu 1.00%
iter 134: loss 5.7878, time 142.37ms, mfu 0.99%
iter 135: loss 5.7681, time 139.83ms, mfu 0.98%
iter 136: loss 5.7309, time 146.23ms, mfu 0.97%
iter 137: loss 5.7077, time 137.99ms, mfu 0.97%
iter 138: loss 5.6875, time 137.64ms, mfu 0.97%
iter 139: loss 5.6753, time 145.90ms, mfu 0.96%
iter 140: loss 5.6456, time 128.83ms, mfu 0.97%
iter 141: loss 5.6173, time 143.36ms, mfu 0.96%
iter 142: loss 5.6086, time 140.30ms, mfu 0.96%
iter 143: loss 5.5644, time 134.24ms, mfu 0.96%
iter 144: loss 5.5441, time 138.05ms, mfu 0.96%
iter 145: loss 5.5180, time 128.71ms, mfu 0.96%
iter 146: loss 5.4781, time 133.23ms, mfu 0.96%
iter 147: loss 5.4749, time 133.07ms, mfu 0.97%
iter 148: loss 5.4360, time 130.83ms, mfu 0.97%
iter 149: loss 5.3896, time 137.24ms, mfu 0.97%
iter 150: loss 5.3668, time 126.83ms, mfu 0.97%
iter 151: loss 5.3521, time 128.05ms, mfu 0.98%
iter 152: loss 5.3108, time 134.54ms, mfu 0.98%
iter 153: loss 5.2846, time 133.26ms, mfu 0.98%
iter 154: loss 5.2559, time 132.19ms, mfu 0.98%
iter 155: loss 5.2245, time 136.88ms, mfu 0.97%
iter 156: loss 5.2030, time 141.90ms, mfu 0.97%
iter 157: loss 5.1853, time 116.36ms, mfu 0.98%
iter 158: loss 5.1484, time 128.54ms, mfu 0.99%
iter 159: loss 5.0985, time 131.77ms, mfu 0.99%
iter 160: loss 5.0801, time 128.42ms, mfu 0.99%
iter 161: loss 5.0546, time 124.74ms, mfu 1.00%
iter 162: loss 5.0165, time 130.57ms, mfu 1.00%
iter 163: loss 5.0091, time 122.73ms, mfu 1.00%
iter 164: loss 4.9749, time 129.53ms, mfu 1.00%
iter 165: loss 4.9235, time 133.78ms, mfu 1.00%
iter 166: loss 4.8893, time 132.01ms, mfu 1.00%
iter 167: loss 4.8652, time 131.37ms, mfu 1.00%
iter 168: loss 4.8482, time 134.00ms, mfu 1.00%
iter 169: loss 4.8202, time 126.51ms, mfu 1.00%
iter 170: loss 4.7703, time 131.74ms, mfu 1.00%
iter 171: loss 4.7377, time 135.98ms, mfu 0.99%
iter 172: loss 4.6936, time 127.28ms, mfu 1.00%
iter 173: loss 4.6778, time 126.87ms, mfu 1.00%
iter 174: loss 4.6471, time 140.96ms, mfu 0.99%
iter 175: loss 4.6253, time 133.28ms, mfu 0.99%
iter 176: loss 4.5893, time 123.80ms, mfu 1.00%
iter 177: loss 4.5411, time 141.04ms, mfu 0.99%
iter 178: loss 4.5019, time 136.36ms, mfu 0.99%
iter 179: loss 4.4774, time 133.25ms, mfu 0.99%
iter 180: loss 4.4375, time 130.50ms, mfu 0.99%
iter 181: loss 4.4011, time 128.56ms, mfu 0.99%
iter 182: loss 4.3770, time 125.12ms, mfu 0.99%
iter 183: loss 4.3283, time 139.71ms, mfu 0.99%
iter 184: loss 4.3289, time 127.57ms, mfu 0.99%
iter 185: loss 4.2734, time 126.77ms, mfu 1.00%
iter 186: loss 4.2411, time 133.80ms, mfu 0.99%
iter 187: loss 4.2158, time 134.94ms, mfu 0.99%
iter 188: loss 4.1785, time 122.34ms, mfu 1.00%
iter 189: loss 4.1389, time 128.93ms, mfu 1.00%
iter 190: loss 4.1059, time 137.39ms, mfu 0.99%
iter 191: loss 4.0639, time 128.79ms, mfu 1.00%
iter 192: loss 4.0335, time 133.79ms, mfu 0.99%
iter 193: loss 4.0082, time 125.07ms, mfu 1.00%
iter 194: loss 3.9600, time 118.57ms, mfu 1.01%
iter 195: loss 3.9383, time 142.71ms, mfu 1.00%
iter 196: loss 3.9162, time 121.45ms, mfu 1.01%
iter 197: loss 3.8595, time 138.77ms, mfu 1.00%
iter 198: loss 3.8513, time 126.93ms, mfu 1.00%
iter 199: loss 3.8044, time 126.36ms, mfu 1.00%
iter 200: loss 3.7845, time 131.32ms, mfu 1.00%
iter 201: loss 3.7484, time 130.29ms, mfu 1.00%
iter 202: loss 3.7109, time 127.31ms, mfu 1.01%
iter 203: loss 3.6763, time 132.84ms, mfu 1.00%
iter 204: loss 3.6543, time 123.14ms, mfu 1.01%
iter 205: loss 3.6345, time 134.95ms, mfu 1.00%
iter 206: loss 3.5846, time 132.79ms, mfu 1.00%
iter 207: loss 3.5814, time 131.07ms, mfu 1.00%
iter 208: loss 3.5476, time 131.56ms, mfu 1.00%
iter 209: loss 3.5212, time 128.14ms, mfu 1.00%
iter 210: loss 3.4804, time 145.50ms, mfu 0.99%
iter 211: loss 3.4520, time 121.79ms, mfu 1.00%
iter 212: loss 3.4149, time 127.77ms, mfu 1.00%
iter 213: loss 3.3818, time 137.09ms, mfu 1.00%
iter 214: loss 3.3539, time 132.59ms, mfu 0.99%
iter 215: loss 3.3227, time 132.00ms, mfu 0.99%
iter 216: loss 3.3047, time 135.01ms, mfu 0.99%
iter 217: loss 3.2650, time 134.72ms, mfu 0.99%
iter 218: loss 3.2338, time 130.30ms, mfu 0.99%
iter 219: loss 3.2292, time 130.11ms, mfu 0.99%
iter 220: loss 3.1611, time 137.49ms, mfu 0.99%
iter 221: loss 3.1619, time 129.36ms, mfu 0.99%
iter 222: loss 3.0912, time 141.04ms, mfu 0.98%
iter 223: loss 3.0656, time 139.15ms, mfu 0.98%
iter 224: loss 3.0602, time 135.39ms, mfu 0.98%
iter 225: loss 3.0040, time 132.03ms, mfu 0.98%
iter 226: loss 2.9980, time 128.36ms, mfu 0.98%
iter 227: loss 2.9597, time 136.76ms, mfu 0.98%
iter 228: loss 2.9236, time 130.62ms, mfu 0.98%
iter 229: loss 2.9021, time 133.85ms, mfu 0.98%
iter 230: loss 2.8681, time 133.32ms, mfu 0.98%
iter 231: loss 2.8210, time 130.77ms, mfu 0.98%
iter 232: loss 2.8202, time 129.01ms, mfu 0.98%
iter 233: loss 2.7658, time 129.05ms, mfu 0.99%
iter 234: loss 2.7319, time 128.71ms, mfu 0.99%
iter 235: loss 2.7063, time 137.35ms, mfu 0.98%
iter 236: loss 2.6735, time 144.00ms, mfu 0.98%
iter 237: loss 2.6461, time 127.40ms, mfu 0.98%
iter 238: loss 2.6217, time 121.14ms, mfu 0.99%
iter 239: loss 2.5804, time 131.64ms, mfu 0.99%
iter 240: loss 2.5370, time 136.55ms, mfu 0.99%
iter 241: loss 2.5127, time 128.70ms, mfu 0.99%
iter 242: loss 2.4986, time 122.57ms, mfu 1.00%
iter 243: loss 2.4743, time 132.24ms, mfu 1.00%
iter 244: loss 2.4267, time 131.68ms, mfu 1.00%
iter 245: loss 2.3981, time 126.33ms, mfu 1.00%
iter 246: loss 2.3969, time 126.85ms, mfu 1.00%
iter 247: loss 2.3523, time 134.08ms, mfu 1.00%
iter 248: loss 2.3439, time 130.70ms, mfu 1.00%
iter 249: loss 2.2879, time 132.93ms, mfu 1.00%
step 250: train loss 2.3047, val loss 2.3074
saving checkpoint to out-addition-scratch
iter 250: loss 2.2905, time 2603.40ms, mfu 0.90%
iter 251: loss 2.2862, time 124.55ms, mfu 0.92%
iter 252: loss 2.2083, time 131.81ms, mfu 0.92%
iter 253: loss 2.2152, time 109.47ms, mfu 0.95%
iter 254: loss 2.1600, time 122.43ms, mfu 0.96%
iter 255: loss 2.1599, time 123.06ms, mfu 0.97%
iter 256: loss 2.1291, time 122.42ms, mfu 0.98%
iter 257: loss 2.0877, time 122.94ms, mfu 0.99%
iter 258: loss 2.0472, time 124.96ms, mfu 0.99%
iter 259: loss 2.0466, time 121.85ms, mfu 1.00%
iter 260: loss 2.0312, time 130.47ms, mfu 1.00%
iter 261: loss 1.9972, time 132.46ms, mfu 1.00%
iter 262: loss 1.9617, time 135.13ms, mfu 1.00%
iter 263: loss 1.9248, time 134.62ms, mfu 0.99%
iter 264: loss 1.9031, time 129.82ms, mfu 0.99%
iter 265: loss 1.8674, time 125.91ms, mfu 1.00%
iter 266: loss 1.8328, time 129.95ms, mfu 1.00%
iter 267: loss 1.8738, time 132.80ms, mfu 1.00%
iter 268: loss 1.8220, time 134.44ms, mfu 0.99%
iter 269: loss 1.8248, time 132.95ms, mfu 0.99%
iter 270: loss 1.7978, time 131.49ms, mfu 0.99%
iter 271: loss 1.7355, time 126.07ms, mfu 1.00%
iter 272: loss 1.7181, time 137.42ms, mfu 0.99%
iter 273: loss 1.7236, time 131.26ms, mfu 0.99%
iter 274: loss 1.6621, time 124.69ms, mfu 1.00%
iter 275: loss 1.6819, time 132.35ms, mfu 1.00%
iter 276: loss 1.6532, time 137.97ms, mfu 0.99%
iter 277: loss 1.6225, time 130.47ms, mfu 0.99%
iter 278: loss 1.6146, time 139.27ms, mfu 0.99%
iter 279: loss 1.5797, time 131.18ms, mfu 0.99%
iter 280: loss 1.5851, time 137.42ms, mfu 0.98%
iter 281: loss 1.5560, time 133.96ms, mfu 0.98%
iter 282: loss 1.5474, time 127.34ms, mfu 0.99%
iter 283: loss 1.5317, time 138.49ms, mfu 0.98%
iter 284: loss 1.4852, time 123.48ms, mfu 0.99%
iter 285: loss 1.4582, time 138.23ms, mfu 0.98%
iter 286: loss 1.4615, time 124.83ms, mfu 0.99%
iter 287: loss 1.4253, time 133.84ms, mfu 0.99%
iter 288: loss 1.4315, time 133.20ms, mfu 0.99%
iter 289: loss 1.3896, time 130.96ms, mfu 0.99%
iter 290: loss 1.4294, time 128.57ms, mfu 0.99%
iter 291: loss 1.4110, time 129.11ms, mfu 0.99%
iter 292: loss 1.3363, time 129.80ms, mfu 0.99%
iter 293: loss 1.4204, time 129.54ms, mfu 0.99%
iter 294: loss 1.4054, time 129.55ms, mfu 1.00%
iter 295: loss 1.4092, time 122.86ms, mfu 1.00%
iter 296: loss 1.3300, time 133.36ms, mfu 1.00%
iter 297: loss 1.3721, time 129.96ms, mfu 1.00%
iter 298: loss 1.3518, time 129.94ms, mfu 1.00%
iter 299: loss 1.3132, time 127.29ms, mfu 1.00%
iter 300: loss 1.2675, time 126.93ms, mfu 1.00%
iter 301: loss 1.2994, time 124.53ms, mfu 1.01%
iter 302: loss 1.2897, time 133.26ms, mfu 1.01%
iter 303: loss 1.2555, time 127.53ms, mfu 1.01%
iter 304: loss 1.2453, time 130.33ms, mfu 1.01%
iter 305: loss 1.2520, time 128.05ms, mfu 1.01%
iter 306: loss 1.2075, time 133.12ms, mfu 1.00%
iter 307: loss 1.1838, time 132.15ms, mfu 1.00%
iter 308: loss 1.1856, time 128.23ms, mfu 1.00%
iter 309: loss 1.1595, time 131.13ms, mfu 1.00%
iter 310: loss 1.1629, time 129.92ms, mfu 1.00%
iter 311: loss 1.1286, time 129.98ms, mfu 1.00%
iter 312: loss 1.1614, time 129.99ms, mfu 1.00%
iter 313: loss 1.1498, time 132.94ms, mfu 1.00%
iter 314: loss 1.1008, time 133.78ms, mfu 1.00%
iter 315: loss 1.1209, time 134.49ms, mfu 0.99%
iter 316: loss 1.1329, time 130.93ms, mfu 0.99%
iter 317: loss 1.0925, time 134.94ms, mfu 0.99%
iter 318: loss 1.0927, time 140.91ms, mfu 0.99%
iter 319: loss 1.0764, time 133.73ms, mfu 0.98%
iter 320: loss 1.0788, time 133.09ms, mfu 0.98%
iter 321: loss 1.0513, time 131.19ms, mfu 0.98%
iter 322: loss 1.0550, time 134.48ms, mfu 0.98%
iter 323: loss 1.0440, time 128.70ms, mfu 0.99%
iter 324: loss 1.0408, time 130.17ms, mfu 0.99%
iter 325: loss 1.0346, time 139.24ms, mfu 0.98%
iter 326: loss 1.0381, time 126.85ms, mfu 0.99%
iter 327: loss 1.0122, time 136.17ms, mfu 0.98%
iter 328: loss 1.0370, time 134.74ms, mfu 0.98%
iter 329: loss 1.0551, time 133.26ms, mfu 0.98%
iter 330: loss 1.0443, time 128.80ms, mfu 0.98%
iter 331: loss 1.0297, time 129.78ms, mfu 0.99%
iter 332: loss 1.0073, time 134.22ms, mfu 0.98%
iter 333: loss 1.0156, time 126.70ms, mfu 0.99%
iter 334: loss 0.9840, time 135.47ms, mfu 0.99%
iter 335: loss 0.9981, time 134.60ms, mfu 0.98%
iter 336: loss 0.9844, time 127.58ms, mfu 0.99%
iter 337: loss 0.9984, time 133.02ms, mfu 0.99%
iter 338: loss 0.9845, time 133.18ms, mfu 0.99%
iter 339: loss 0.9678, time 128.56ms, mfu 0.99%
iter 340: loss 0.9879, time 133.34ms, mfu 0.99%
iter 341: loss 0.9608, time 131.68ms, mfu 0.99%
iter 342: loss 0.9744, time 124.45ms, mfu 0.99%
iter 343: loss 0.9634, time 128.12ms, mfu 1.00%
iter 344: loss 0.9476, time 135.55ms, mfu 0.99%
iter 345: loss 0.9426, time 123.09ms, mfu 1.00%
iter 346: loss 0.9271, time 126.04ms, mfu 1.00%
iter 347: loss 0.9405, time 132.27ms, mfu 1.00%
iter 348: loss 0.9333, time 130.60ms, mfu 1.00%
iter 349: loss 0.9095, time 127.14ms, mfu 1.00%
iter 350: loss 0.9582, time 130.57ms, mfu 1.00%
iter 351: loss 0.9458, time 129.96ms, mfu 1.00%
iter 352: loss 0.9274, time 136.66ms, mfu 1.00%
iter 353: loss 0.8934, time 132.34ms, mfu 1.00%
iter 354: loss 0.9058, time 135.33ms, mfu 0.99%
iter 355: loss 0.9027, time 133.64ms, mfu 0.99%
iter 356: loss 0.9013, time 160.45ms, mfu 0.97%
iter 357: loss 0.8925, time 124.79ms, mfu 0.98%
iter 358: loss 0.8831, time 139.50ms, mfu 0.98%
iter 359: loss 0.8770, time 133.95ms, mfu 0.98%
iter 360: loss 0.8750, time 141.90ms, mfu 0.97%
iter 361: loss 0.8595, time 122.97ms, mfu 0.98%
iter 362: loss 0.8599, time 135.37ms, mfu 0.98%
iter 363: loss 0.8856, time 134.00ms, mfu 0.98%
iter 364: loss 0.8857, time 137.76ms, mfu 0.97%
iter 365: loss 0.8720, time 127.11ms, mfu 0.98%
iter 366: loss 0.9033, time 133.86ms, mfu 0.98%
iter 367: loss 0.8778, time 140.33ms, mfu 0.97%
iter 368: loss 0.8313, time 118.26ms, mfu 0.99%
iter 369: loss 0.8785, time 136.95ms, mfu 0.98%
iter 370: loss 0.8519, time 122.86ms, mfu 0.99%
iter 371: loss 0.8565, time 134.82ms, mfu 0.99%
iter 372: loss 0.8461, time 136.07ms, mfu 0.98%
iter 373: loss 0.8400, time 127.43ms, mfu 0.99%
iter 374: loss 0.8411, time 130.10ms, mfu 0.99%
iter 375: loss 0.8305, time 137.27ms, mfu 0.99%
iter 376: loss 0.8363, time 140.12ms, mfu 0.98%
iter 377: loss 0.8283, time 127.42ms, mfu 0.98%
iter 378: loss 0.8201, time 131.47ms, mfu 0.98%
iter 379: loss 0.8105, time 136.04ms, mfu 0.98%
iter 380: loss 0.8047, time 121.04ms, mfu 0.99%
iter 381: loss 0.8063, time 130.15ms, mfu 0.99%
iter 382: loss 0.8043, time 138.80ms, mfu 0.99%
iter 383: loss 0.8132, time 130.87ms, mfu 0.99%
iter 384: loss 0.8184, time 131.29ms, mfu 0.99%
iter 385: loss 0.8027, time 136.19ms, mfu 0.99%
iter 386: loss 0.8008, time 123.23ms, mfu 0.99%
iter 387: loss 0.7991, time 131.68ms, mfu 0.99%
iter 388: loss 0.8006, time 133.75ms, mfu 0.99%
iter 389: loss 0.8011, time 127.27ms, mfu 0.99%
iter 390: loss 0.7934, time 132.09ms, mfu 0.99%
iter 391: loss 0.7972, time 134.33ms, mfu 0.99%
iter 392: loss 0.7921, time 131.13ms, mfu 0.99%
iter 393: loss 0.8039, time 133.83ms, mfu 0.99%
iter 394: loss 0.8029, time 130.50ms, mfu 0.99%
iter 395: loss 0.7837, time 135.02ms, mfu 0.99%
iter 396: loss 0.7717, time 125.26ms, mfu 0.99%
iter 397: loss 0.7844, time 135.38ms, mfu 0.99%
iter 398: loss 0.7623, time 123.11ms, mfu 1.00%
iter 399: loss 0.7519, time 138.16ms, mfu 0.99%
iter 400: loss 0.7583, time 129.44ms, mfu 0.99%
iter 401: loss 0.7875, time 131.36ms, mfu 0.99%
iter 402: loss 0.7482, time 131.76ms, mfu 0.99%
iter 403: loss 0.7648, time 130.55ms, mfu 0.99%
iter 404: loss 0.7837, time 130.80ms, mfu 0.99%
iter 405: loss 0.7560, time 133.55ms, mfu 0.99%
iter 406: loss 0.8134, time 134.12ms, mfu 0.99%
iter 407: loss 0.7691, time 130.83ms, mfu 0.99%
iter 408: loss 0.7883, time 128.57ms, mfu 0.99%
iter 409: loss 0.7784, time 130.95ms, mfu 0.99%
iter 410: loss 0.7574, time 122.59ms, mfu 1.00%
iter 411: loss 0.7545, time 136.92ms, mfu 0.99%
iter 412: loss 0.7565, time 130.12ms, mfu 1.00%
iter 413: loss 0.7648, time 128.66ms, mfu 1.00%
iter 414: loss 0.7391, time 131.86ms, mfu 1.00%
iter 415: loss 0.7484, time 125.79ms, mfu 1.00%
iter 416: loss 0.7778, time 136.56ms, mfu 1.00%
iter 417: loss 0.7467, time 135.24ms, mfu 0.99%
iter 418: loss 0.7696, time 133.96ms, mfu 0.99%
iter 419: loss 0.7578, time 123.37ms, mfu 1.00%
iter 420: loss 0.7464, time 121.07ms, mfu 1.00%
iter 421: loss 0.7914, time 133.33ms, mfu 1.00%
iter 422: loss 0.7467, time 130.53ms, mfu 1.00%
iter 423: loss 0.7475, time 132.91ms, mfu 1.00%
iter 424: loss 0.7367, time 122.49ms, mfu 1.01%
iter 425: loss 0.7243, time 137.78ms, mfu 1.00%
iter 426: loss 0.7621, time 134.59ms, mfu 1.00%
iter 427: loss 0.7470, time 126.21ms, mfu 1.00%
iter 428: loss 0.7288, time 132.64ms, mfu 1.00%
iter 429: loss 0.7404, time 137.83ms, mfu 0.99%
iter 430: loss 0.7097, time 130.15ms, mfu 0.99%
iter 431: loss 0.7551, time 142.50ms, mfu 0.99%
iter 432: loss 0.7572, time 125.63ms, mfu 0.99%
iter 433: loss 0.7041, time 138.47ms, mfu 0.99%
iter 434: loss 0.7615, time 138.85ms, mfu 0.98%
iter 435: loss 0.7626, time 136.93ms, mfu 0.98%
iter 436: loss 0.7417, time 134.63ms, mfu 0.98%
iter 437: loss 0.7546, time 142.00ms, mfu 0.97%
iter 438: loss 0.7784, time 138.98ms, mfu 0.97%
iter 439: loss 0.7556, time 133.25ms, mfu 0.97%
iter 440: loss 0.7449, time 135.56ms, mfu 0.97%
iter 441: loss 0.7507, time 133.12ms, mfu 0.97%
iter 442: loss 0.7298, time 133.92ms, mfu 0.97%
iter 443: loss 0.7227, time 139.13ms, mfu 0.97%
